word,meaning_zh,pos,phonetic_uk,phonetic_us,synonyms,rel_words,exam_level
miniature,缩影,"adj, n",'mɪnɪtʃə,ˈmɪniətʃɚ; ˈmɪnɪtʃɚ,petty | small-scale | contracted drawing | microcosm,mini | mini | mini | miniaturization | miniaturist | minicab | minicar | minicomputer | miniaturize | miniaturise,CET6
hurt,（对感情造成的）伤害，创伤,"adj, n, vi, vt",hɜːt,hɝ​t,wound | blast | pain | smart | painfulness | injured | painful | wounded | bitter,hurting | hurtful | hurting,CET6
deform,损坏…的形状,"adj, vi, vt",dɪ'fɔːm,dɪ'fɔrm,transfigure | warp | to morph | be out of shape | ugly | thrawn,deformed | deformation | deformity | deformed,CET6
deformation,损坏；变形；畸形,n,",diːfɔː'meɪʃ(ə)n",'difɔr'meʃən,distortion | transformation | morphing,deform | deformed | deformity | deformed | deform | deform,CET6
fringe,穗，毛边；边缘,"adj, n",frɪn(d)ʒ,frɪndʒ,margin | ear | brink | suburb | additional | attached | marginal | plus | more,fringed | fringy,CET6
scrap,碎片；废料,"adj, n, vi, vt",skræp,skræp,bit | debris | chip | fight | out of use | disaffirm | waste | dumped | quarrel | exchange words,scraping | scrappy | scraping | scraped | scrapper | scraping | scraped,CET6
random,随机,"adj, adv, n",'rændəm,'rændəm,stochastic | arbitrary | ad libitum | wild,randomized | randomly | randomness | randomization | randomized | randomize,CET6
garlic,蒜，大蒜,n,'gɑːlɪk,'ɡɑrlɪk,Allium sativum,garlicky,CET6
plastic,塑料的；塑性的,"adj, n",'plæstɪk,'plæstɪk,mouldable | malleable | restricting | true-up,plasticizer | plasticity | plasticiser | plastically | plastique | plasticize | plasticise | plasticize | plasticise,CET6
shorthand,速记，速记法,n,'ʃɔːthænd,'ʃɔrthænd,Steno,,CET6
scout,搜索，侦察,"n, vi, vt",skaʊt,skaʊt,searching | scanning | detect | watching | dog | guard | spy | make one's rounds,scouting | scouter | scouting,CET6
laundry,送洗衣店去洗的东西,n,'lɔːndrɪ,'lɔndri,cleaners | loundry,laundromat | launder | launderette | laundress | laundryman | laundrywoman | launder | launder,CET6
replace,把...放回原处,vt,rɪ'pleɪs,rɪ'ples,restore | return | shift | tender,replaceable | replacement | replaceability,CET6
loosely,松松地，松散地,adv,'lu:slɪ,'lusli,blindly | dissolutely,loose | loose | loose | looseness | loose | loose,CET6
rear,饲养，培植；抚养,"adj, adv, n, vi, vt",rɪə,rɪr,cultivate | foster | plant | set | bed | rise | tower | fro | aback | latter | back | back | behind | ass,rearward | rearmost | rearward | rearward,CET6
perish,死亡，夭折；枯萎,"vi, vt",'perɪʃ,'pɛrɪʃ,destroy | damage | die | flag,perishable | perishable | perishability | perishableness | perisher,CET6
hiss,嘶嘶声,"n, vi",hɪs,hɪs,boo | fizzer | shush,hissing | hissing,CET6
rip,撕，扯破，划破,"n, vi, vt",rɪp,rɪp,saw | gap | seam | crack | split,ripping | rippable | ripping | ripper | ripping,CET6
speculate,猜测，推测；投机,"vi, vt",'spekjʊleɪt,'spɛkjə'let,guess | venture | understand | conclude,speculative | speculation | speculator | speculativeness,CET6
smuggle,私运，走私,,'smʌg(ə)l,'smʌgl,,smuggling | smuggler | smuggling,CET6
confidence,私房话，秘密，机密,n,'kɒnfɪd(ə)ns,'kɑnfɪdəns,faith | trust | secret | privacy | hope,confidential | confident | confidently | confidentially | confidingly | confide | confide,CET6
velvet,丝绒制的；柔软光滑的,n,ˈvɛlvɪt,'vɛlvɪt,continental quilt | velour,velvety,CET6
treasurer,司库，财务主管,n,'treʒ(ə)rə,'trɛʒərɚ,teller | financial executive,treasure | treasury | treasurership | treasure,CET6
exposition,说明，解释；展览会，博览会,n,ekspə'zɪʃ(ə)n,",ɛkspə'zɪʃən",expansion | exhibition | fair,expositive | exposit,CET6
preach,说教，布道；鼓吹,"n, vi, vt",priːtʃ,pritʃ,drum in | boost | sermonize | homily,preaching | preachy | preacher | preaching | preachment | preaching | preachify,CET6
observe,说，评述，评论,"vi, vt",əb'zɜːv,əb'zɝv,watch | quo | tell | talk | respect | look into | take stock of,observed | observant | observable | observing | observational | observingly | observation | observer | observance | observable | observed | observing,CET6
momentary,瞬息间的，片刻的,adj,'məʊm(ə)nt(ə)rɪ,'moməntɛri,brief | little | passing | transient | instantaneous,momentarily | momently | moment,CET6
instantaneous,瞬间的，即刻的,adj,",ɪnst(ə)n'teɪnɪəs",",ɪnstən'tenɪəs",momentary | flashy,instant | instantaneously | instant | instancy | instantaneousness,CET6
couch,睡椅，长沙发椅,"n, vi, vt",kaʊtʃ,kaʊtʃ,bed | chaise lounge | stay down | crouch | put | voice,,CET6
slumber,睡眠；沉睡状态,n,'slʌmbə,'slʌmbɚ,sleep | morpheus,slumberous | slumbery,CET6
buffalo,水牛；水陆坦克,n,'bʌfələʊ,'bʌfəlo,carabao | urus,,CET6
hydraulic,水力的；水力学的,adj,haɪ'drɔːlɪk; haɪ'drɒlɪk,haɪ'drɔlɪk,waterpower,hydraulics,CET6
watery,充满水的；与水有关的；湿的；（食物、饮料等）味淡的,adj,'wɔːt(ə)rɪ,'wɑtəri,aqueous | enhydrous,watering | watered | waterless | water | watering | waterer | wateriness | watering | watered | water | water,CET6
rinse,冲洗；嗽（口）,"n, vt",rɪns,rɪns,gargle | irrigation | hair dye,rinsing | rinsing,CET6
wrestle,摔交；斗争，搏斗,"n, vi, vt",'res(ə)l,'rɛsl,war | conflict | battle | fight | fight | struggle (with) | breast | muscle,wrestling | wrestler | wrestling,CET6
numerical,数字的，数值的,adj,njuː'merɪk(ə)l,nʊ'mɛrɪkl,digital,numeric | numeral | numerically | numeric | numeral | numeration | numerology,CET6
reckon,计算；认为,"vi, vt",'rek(ə)n,'rɛkən,expect | feel | find | cast | make | estimate | believe | imagine | cast,reckoning | reckoner | reckoning,CET6
harp,竖琴；天琴座,vi,hɑːp,hɑrp,go on about sth | witter,harper | harpist,CET6
erect,直立的,"adj, vi, vt",ɪ'rekt,ɪ'rɛkt,construct | fit | fix | structure | frame | straight | upright | to stand on end | get it up,erectly | erection,CET6
terminology,术语学，术语,n,",tɜːmɪ'nɒlədʒɪ",",tɝmə'nɑlədʒi",technology | onym,terminological,CET6
proficient,熟练的，精通的,"adj, n",prə'fɪʃ(ə)nt,prə'fɪʃnt,experienced | skilled | accomplished | perfect | clever | expert | specialist,proficiently | proficiency | professionalism,CET6
proficiency,熟练，精通,n,prə'fɪʃ(ə)nsɪ,prə'fɪʃənsi,proficient in | conversancy,proficient | proficiently | proficient,CET6
input,输入,"n, vt",'ɪnpʊt,'ɪn'pʊt,investment | introjection | type in | carry in,,CET6
grant,拨款,"n, vi, vt",grɑːnt,ɡrænt,award | let | accept | recognize | agree | accept | see with | to agree with | agree on/upon | be agreeable to | appropriation,grantee | grantor | granter,CET6
dependant,受赡养者,n,dɪ'pend(ə)nt,di'pendənt,chamberlaine | parasite,dependent | dependent | dependency | dependance,CET6
miser,守财奴，吝啬鬼,n,'maɪzə,'maɪzɚ,screw | pinchfist,miserly | miserliness,CET6
trolley,手推车；有轨电车,"n, vi",'trɒlɪ,'trɑli,pushcart | manual truck | tram,trolleybus,CET6
manuscript,手稿，底稿，原稿,"adj, n",'mænjʊskrɪpt,'mænjuskrɪpt,scripture | autograph | handwritten,,CET6
handbook,手册，便览，指南,n,'hæn(d)bʊk,'hændbʊk,manual | guide | notebook,,CET6
adoption,收养；采纳，采取,n,ə'dɒpʃ(ə)n,ə'dɑpʃən,acceptance | introduction | receiving,adopted | adoptive | adoptable | adopter | adoptee | adoptionism | adoptionist | adopted | adopt | adopt,CET6
revenue,收入；收入数目,n,'revənjuː,'rɛvənu,taxes | income | proceeds | yield,revenuer,CET6
oath,誓言，誓约，宣誓,n,əʊθ,oθ,pledge | asseveration,,CET6
vow,誓言，誓约，许愿,"n, vi, vt",vaʊ,vaʊ,oath | pledge | plight one's troth | cross my heart | plight one's troth | cross my heart,vower,CET6
pledge,誓言,"n, vt",pledʒ,plɛdʒ,assurance | certification | commitment | guarantee | mortgage | undertake | assure | promise,pledgee | pledger,CET6
indoor,室内的；室内进行的,adj,'ɪndɔː,'ɪndɔr,chamber | endocellular,indoors,CET6
wholesome,对健康有益的,adj,'həʊls(ə)m,'holsəm,healthy | calculating | sound,whole | wholly | wholesomely | whole | wholeness | wholesomeness,CET6
moderately,适度地，适中,adv,'mɒd(ə)rətlɪ,'mɑdərətli,reasonably | temperately,moderate | moderated | moderation | moderated | moderateness | moderated | moderate | moderate,CET6
fitting,适当的,"adj, n",'fɪtɪŋ,'fɪtɪŋ,assembly | device | apparatus | installation | unit | adaptive | calculated | matching | well | worthy,fit | fitted | fitter | fittingly | fitly | fit | fitness | fitter | fitment | fitted | fit | fit,CET6
fitness,适当，恰当；健康,n,'fɪtnəs,ˈfɪtnɪs,health | adaptability | relevance | wellness,fit | fitting | fitted | fitter | fittingly | fitly | fit | fitting | fitter | fitted | fit | fit,CET6
vision,视力；眼力，想象力,"n, vt",'vɪʒ(ə)n,'vɪʒən,sight | imagination | eye | seeing | eyesight | image | envision,visual | visible | visionary | visibly | visible | visibility | visionary | visualize | visualize,CET6
attendant,侍者；（要人的）侍从；（病人的）护理人员,"adj, n",ə'tend(ə)nt,ə'tɛndənt,accompanied | waiter | suite,attendance | attend | attend,CET6
occurrence,发生的事,n,ə'kʌr(ə)ns,ə'kʌrəns,emergence | going on | event | discovery | appearance | circumstance | scene,occurrent | occur,CET6
snob,势利小人,n,snɒb,snɑb,tuft-hunter,snobbish | snobby | snobbery | snobbishness | snobbism,CET6
snobbish,势利的，谄上欺下的,adj,'snɒbɪʃ,'snɑbɪʃ,dicty,snobby | snob | snobbery | snobbishness | snobbism,CET6
influence,势力，权势,"n, vt",'ɪnflʊəns,'ɪnfluəns,effect | infection | impression | affection | incidence | affect | impact of | impact on | reach | fashion,influential | influent | influentially | influent,CET6
municipal,市的，市立的,adj,mjʊ'nɪsɪp(ə)l,mju'nɪsɪpl,civic | communalistic,municipally | municipality,CET6
conform,使遵守；一致,"adj, vi, vt",kən'fɔːm,kən'fɔrm,accord | meet with | accord | reconcile | united | consistent | matching | uniform | corresponding,conformable | conformably | conformity | conformance | conformation | conformist | conformism,CET6
automate,使自动化,vt,'ɔːtəmeɪt,'ɔtəmet,robotize,automatic | automatically | automated | automatically | automatic | automation | automaton | automat | automatism | automated | automatize | automatise | automatize,CET6
divert,使转向；转移,"vi, vt",daɪ'vɜːt; dɪ-,dɪˈvɚt,shift | distract from | transfer | metastasize,diverting | diversion | diverting,CET6
specialize,使专门化，专业化,"vi, vt",'speʃəlaiz,'spɛʃəlaɪz,specialise in | elaborate on | technicalize | elaborate on,special | specialist | specialty | specialized | specialised | specialistic | specially | special | specialist | specialty | spec | speciality | specialization | specialisation | specialness | specialism | specializer | specialized | specialised | specialise | specialise,CET6
hazard,使遭危险,"n, vt",'hæzəd,'hæzɚd,risk | risk | throw | venture | adventure,hazardous,CET6
standardize,使与标准比较,vt,'stændədaɪz,'stændɚdaɪz,normalize,standard | standardized | standard | standardization | standardisation | standardized | standardise,CET6
lengthen,使延长，变长,"vi, vt",'leŋθ(ə)n; -ŋkθ-,'lɛŋθən,elongate | get long,long | lengthy | lengthwise | longish | long | lengthwise | lengthily | longwise | length | long | lengthiness | longness | long,CET6
shame,使羞愧；玷辱,"n, vt",ʃeɪm,ʃem,abashment | discountenance | abash,shameful | shameless | shamelessly | shamefacedly | shamefully | shamefulness,CET6
freshen,使显得新鲜,vt,'freʃ(ə)n,'frɛʃən,irrigate,fresh | fresh | freshly | fresh | freshness | fresher | freshener,CET6
distinguish,使显出特色，使杰出,"vi, vt",dɪ'stɪŋgwɪʃ,dɪ'stɪŋɡwɪʃ,tell apart | differentiate | differentiate | tell from,distinct | distinguished | distinguishing | distinguishable | distingue | distinctively | distinction | distinctiveness | distinguished | distinguishing,CET6
evaporate,使脱水，发散蒸气,"vi, vt",ɪ'væpəreɪt,ɪ'væpəret,vapor | disappear | blank,evaporated | evaporative | evaporable | evaporation | evaporite | evaporometer | evaporated,CET6
ventilate,使通风，使换气,vt,'ventɪleɪt,'vɛntɪlet,air | bill,ventilated | ventilatory | vent | ventilation | ventilator | ventilated | vent | vent,CET6
moor,使停泊；使固定,"n, vt",mɔː; mʊə,,bend on | wild | cienaga,mooring | moorland | moorage | mooring,CET6
resign,使顺从，使听任于,"vi, vt",rɪ'zaɪn,rɪ'zaɪn,yield | desert | refer | quit | step down | quit,resigned | resignedly | resignation | resigned,CET6
perfect,使熟练，使改善,"adj, vt",ˈpəːfɪkt; (for v.) pəˈfekt,ˈpɝfɪkt; (for v.) pɝˈfɛkt,greatest | ideal | prime | best | full | round off | polish up,perfectible | perfective | perfectly | perfection | perfectionist | perfectionism | perfectibility | perfective,CET6
infect,使受影响,vt,ɪn'fekt,ɪn'fɛkt,affect | contract | catch | disease | communicate,infectious | infected | infective | infection | infected,CET6
lubricate,使润滑，加润滑油,,'luːbrɪkeɪt,'lubrɪket,,lubricant | lubricated | lubricant | lubrication | lube | lubricator | lubricity | lubricated,CET6
soften,使软化，变温和,"vi, vt",'sɒf(ə)n,'sɔfn,comfort | gentle | tender | to alleviate,soft | softish | soft | softly | soft | softener | softening | softness | softening,CET6
facilitate,使容易；助长,vt,fə'sɪlɪteɪt,fə'sɪlə'tet,promote | boost | further,facilitative | facility | facilitator | facilitation,CET6
acquaint,使认识，使了解,vt,ə'kweɪnt,ə'kwent,familiarize,acquainted | acquaintance | acquaintanceship | acquainted,CET6
tiresome,使人厌倦的，讨厌的,adj,'taɪəs(ə)m,'taɪɚsəm,terrible | boring,tired | tiring | tiresomely | tire | tired | tiring | tire | tire,CET6
sorrowful,使人伤心的；悲伤的,adj,'sɒrə(ʊ)fʊl; -f(ə)l,'sɑrofl,heartbroken | saddest,sorrowfully | sorrow | soreness | sorrow | sorrow,CET6
blaze,使燃烧，燃烧,"n, vi, vt",bleɪz,blez,tell the world | go public | flame | brilliance | burn | to shine,blazing | blazing | blazer | blazing,CET6
subdue,使屈服，征服,vt,səb'djuː,səb'du,master | stay | restrain | moderate,subdued | subdued,CET6
bend,使屈从，屈从,"n, vi, vt",bend,bɛnd,wind | curve | tend | affect | curve | give | winding | inflection,bended | bending | bender | bending | bended,CET6
suit,使配合，彼此协调,"n, vi, vt",sju:t; su:t,sut,become | condition | season | adapt to something | litigation | group | team | lawsuit | law | balance | be in order,suitable | suited | suitably | suitability | suitor | suiting | suited | suiting,CET6
confront,使面对；使对证,vt,kən'frʌnt,kən'frʌnt,front | compare,confrontational | confrontation,CET6
paralyse,使麻痹，使瘫痪,,'pærəlaɪz,'pærəlaiz,,paralyzed | paralytic | paralysis | paralytic | paralyzed,CET6
deafen,使聋,vt,'def(ə)n,'dɛfən,flood | flow,deaf | deafening | deafened | deafening | deafness | deafening | deafened,CET6
subject,使隶属,"adj, n",ˈsʌbdʒɪkt,ˈsʌbdʒekt,topic | theme | nation | titles | motive | followed | compliant,subjective | subjectivist | subjectively | subjectivity | subjection | subjectivism | subjectivist | subjugate,CET6
terrify,使恐怖，使惊吓,vt,'terɪfaɪ,ˈtɛrəˌfaɪ,gallow | intimidate,terrific | terrified | terrifying | terror | terrified | terrifying,CET6
insulate,使绝缘，使绝热,vt,'ɪnsjʊleɪt,ˈɪnsəˌleɪt ; ˈɪnsjʊˌleɪt,segregant | quarantine,insular | insulation | insulator | insulant,CET6
integrate,使结合，使并入,"adj, n, vi",'ɪntɪgreɪt,'ɪntɪɡret,become one flesh | complete | absolute | full | total | round | gleichschaltung,integral | integrated | integrative | integrally | integrity | integration | integral | integer | integrator | integrality | integrationist | integrated,CET6
alternate,使交替,"adj, n, vi, vt",'ɔːltəneɪt; 'ɒl-,'ɔltɚnət,turn by one's | take one's turn | rotate | rotary | vicissitudinary | refill,alternative | alternating | alternately | alternative | alternation | alternator | alternating,CET6
degrade,使降低；使堕落,"vi, vt",dɪ'greɪd,dɪ'ɡred,lower | bemean | sink in the scale | lower down,degraded | degrading | degradation | degrader | degraded | degrading,CET6
minimize,使减到最小,,ˈmɪnɪˌmaɪz,'mɪnɪmaɪz,,minimum | minimal | minimized | minimalist | minim | minimus | minimally | minimum | minimalist | minimalism | minimization | minim | minimus | minimized,CET6
mingle,使混合，混合起来,,,,,,CET6
interconnect,使互相联系,,ɪntəkə'nekt,",ɪntɚkə'nɛkt",,interdependence | interconnection | interdependency | intercommunication | intercommunion | intercommunicate,CET6
reconcile,使和好；调停,vt,'rek(ə)nsaɪl,'rɛkənsaɪl,accord | unify,reconcilable | reconciliation,CET6
oblige,使感激；施恩惠于,vt,ə'blaɪdʒ,ə'blaɪdʒ,pressure | enforce,obliged | obligate | obliging | obligated | obligation | obligated | obliger | obliged | obliging | obligate,CET6
enrich,使富裕；使丰富,vt,ɪn'rɪtʃ; en-,ɪn'rɪtʃ,fertilize,enrichment,CET6
